data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
15/05/2020;15,9;não;20,06;não;24,22;não;0,51;não;;;64,19;não;91,6;não;;;;;;;;;;;
14/05/2020;14,43;não;20,03;não;25,63;não;0,0;não;;;47,31;não;88,4;não;;;;;;;;;;;
13/05/2020;11,48;não;19,79;não;28,09;não;0,0;não;;;31,14;não;88,6;não;;;;;;;;;;;
12/05/2020;11,03;não;18,61;não;26,19;não;0,0;não;;;40,02;não;89,0;não;;;;;;;;;;;
11/05/2020;11,61;não;19,06;não;26,5;não;0,0;não;;;36,0;não;89,3;não;;;;;;;;;;;
10/05/2020;11,61;não;19,07;não;26,53;não;0,0;não;;;33,57;não;91,1;não;;;;;;;;;;;
09/05/2020;11,83;não;18,47;não;25,11;não;0,0;não;;;37,89;não;91,8;não;;;;;;;;;;;
08/05/2020;11,61;não;16,53;não;21,44;não;0,0;não;;;58,64;não;89,8;não;;;;;;;;;;;
07/05/2020;14,34;não;21,33;não;28,31;não;1,27;não;;;41,72;não;91,3;não;;;;;;;;;;;
06/05/2020;12,27;não;19,84;não;27,4;não;0,0;não;;;42,01;não;86,9;não;;;;;;;;;;;
05/05/2020;11,46;não;18,56;não;25,66;não;0,0;não;;;32,66;não;90,1;não;;;;;;;;;;;
04/05/2020;12,86;não;19,08;não;25,29;não;0,0;não;;;43,54;não;90,9;não;;;;;;;;;;;
03/05/2020;15,11;não;22,17;não;29,23;não;0,0;não;;;39,41;não;86,7;não;;;;;;;;;;;
02/05/2020;15,14;não;22,31;não;29,48;não;0,0;não;;;40,29;não;89,9;não;;;;;;;;;;;
01/05/2020;14,61;não;21,68;não;28,75;não;0,0;não;;;41,22;não;90,1;não;;;;;;;;;;;
30/04/2020;13,86;não;20,7;não;27,53;não;0,0;não;;;37,26;não;87,9;não;;;;;;;;;;;
29/04/2020;13,85;não;21,13;não;28,41;não;0,0;não;;;35,72;não;89,1;não;;;;;;;;;;;
28/04/2020;14,59;não;21,43;não;28,27;não;0,0;não;;;36,2;não;90,5;não;;;;;;;;;;;
27/04/2020;15,96;não;23,23;não;30,5;não;0,0;não;;;37,04;não;87,4;não;;;;;;;;;;;
26/04/2020;15,88;não;23,17;não;30,46;não;0,0;não;;;37,93;não;87,9;não;;;;;;;;;;;
25/04/2020;16,97;não;23,78;não;30,59;não;0,0;não;;;44,48;não;90,0;não;;;;;;;;;;;
24/04/2020;15,54;não;22,15;não;28,76;não;0,0;não;;;34,55;não;91,6;não;;;;;;;;;;;
23/04/2020;14,45;não;21,16;não;27,86;não;0,0;não;;;37,74;não;93,6;não;;;;;;;;;;;
22/04/2020;13,87;não;21,24;não;28,6;não;0,0;não;;;39,31;não;94,3;não;;;;;;;;;;;
21/04/2020;15,19;não;21,87;não;28,54;não;0,0;não;;;42,19;não;91,2;não;;;;;;;;;;;
20/04/2020;15,65;não;21,91;não;28,16;não;0,0;não;;;43,33;não;89,6;não;;;;;;;;;;;
19/04/2020;15,6;não;21,41;não;27,22;não;0,0;não;;;52,73;não;90,3;não;;;;;;;;;;;
18/04/2020;15,25;não;21,88;não;28,5;não;0,0;não;;;49,6;não;88,3;não;;;;;;;;;;;
17/04/2020;16,2;não;22,0;não;27,79;não;0,0;não;;;50,69;não;91,6;não;;;;;;;;;;;
16/04/2020;16,3;não;21,45;não;26,6;não;0,0;não;;;54,29;não;93,3;não;;;;;;;;;;;
15/04/2020;15,74;não;19,23;não;22,71;não;0,0;não;;;74,1;não;94,7;não;;;;;;;;;;;
14/04/2020;15,94;não;22,54;não;29,14;não;0,0;não;;;43,12;não;92,9;não;;;;;;;;;;;
13/04/2020;14,95;não;21,29;não;27,62;não;0,0;não;;;43,95;não;90,9;não;;;;;;;;;;;
12/04/2020;15,06;não;21,54;não;28,02;não;0,0;não;;;43,66;não;89,6;não;;;;;;;;;;;
11/04/2020;14,69;não;21,17;não;27,64;não;0,0;não;;;36,25;não;89,6;não;;;;;;;;;;;
10/04/2020;13,73;não;20,5;não;27,26;não;0,0;não;;;40,54;não;92,0;não;;;;;;;;;;;
09/04/2020;13,57;não;20,47;não;27,36;não;0,0;não;;;57,28;não;91,3;não;;;;;;;;;;;
08/04/2020;17,92;não;23,43;não;28,94;não;0,0;não;;;52,47;não;88,7;não;;;;;;;;;;;
07/04/2020;17,17;não;24,48;não;31,78;não;0,0;não;;;42,56;não;92,0;não;;;;;;;;;;;
06/04/2020;16,14;não;23,23;não;30,32;não;0,0;não;;;34,71;não;93,7;não;;;;;;;;;;;
05/04/2020;16,22;não;22,79;não;29,35;não;0,0;não;;;36,05;não;89,8;não;;;;;;;;;;;
04/04/2020;15,94;não;22,92;não;29,9;não;0,0;não;;;54,56;não;91,4;não;;;;;;;;;;;
03/04/2020;19,25;não;25,57;não;31,89;não;0,0;não;;;48,91;não;93,2;não;;;;;;;;;;;
02/04/2020;18,29;não;25,37;não;32,44;não;0,0;não;;;41,53;não;93,7;não;;;;;;;;;;;
01/04/2020;17,29;não;24,09;não;30,89;não;0,0;não;;;49,27;não;94,2;não;;;;;;;;;;;
31/03/2020;17,98;não;23,99;não;30,0;não;0,0;não;;;55,26;não;94,6;não;;;;;;;;;;;
30/03/2020;17,91;não;22,59;não;27,27;não;18,03;não;;;66,72;não;95,0;não;;;;;;;;;;;
29/03/2020;18,37;não;24,85;não;31,32;não;0,0;não;;;45,55;não;91,3;não;;;;;;;;;;;
28/03/2020;16,74;não;23,13;não;29,52;não;0,0;não;;;36,33;não;91,8;não;;;;;;;;;;;
27/03/2020;15,53;não;22,57;não;29,61;não;0,0;não;;;33,77;não;90,5;não;;;;;;;;;;;
26/03/2020;14,31;não;21,63;não;28,94;não;0,0;não;;;33,88;não;89,0;não;;;;;;;;;;;
25/03/2020;15,28;não;22,02;não;28,75;não;0,0;não;;;44,34;não;92,2;não;;;;;;;;;;;
24/03/2020;14,97;não;22,27;não;29,57;não;0,0;não;;;41,85;não;90,5;não;;;;;;;;;;;
23/03/2020;16,89;não;23,03;não;29,16;não;0,0;não;;;44,22;não;88,1;não;;;;;;;;;;;
22/03/2020;17,18;não;21,69;não;26,2;não;0,25;não;;;66,23;não;92,1;não;;;;;;;;;;;
21/03/2020;19,74;não;23,94;não;28,13;não;2,79;não;;;69,28;não;94,5;não;;;;;;;;;;;
20/03/2020;19,55;não;25,49;não;31,42;não;16,26;não;;;52,68;não;94,4;não;;;;;;;;;;;
19/03/2020;20,84;não;26,88;não;32,92;não;0,0;não;;;46,2;não;93,9;não;;;;;;;;;;;
18/03/2020;19,52;não;24,97;não;30,42;não;0,25;não;;;55,89;não;94,2;não;;;;;;;;;;;
17/03/2020;19,47;não;25,61;não;31,74;não;6,35;não;;;48,43;não;94,2;não;;;;;;;;;;;
16/03/2020;19,48;não;26,08;não;32,68;não;0,0;não;;;46,5;não;91,0;não;;;;;;;;;;;
15/03/2020;19,75;não;26,69;não;33,62;não;0,0;não;;;37,3;não;90,3;não;;;;;;;;;;;
14/03/2020;19,13;não;25,79;não;32,44;não;0,0;não;;;41,72;não;92,4;não;;;;;;;;;;;
13/03/2020;17,42;não;24,82;não;32,22;não;0,0;não;;;40,71;não;93,4;não;;;;;;;;;;;
12/03/2020;17,91;não;25,02;não;32,13;não;0,0;não;;;43,26;não;92,1;não;;;;;;;;;;;
11/03/2020;18,03;não;25,16;não;32,29;não;0,0;não;;;44,69;não;91,7;não;;;;;;;;;;;
10/03/2020;17,93;não;24,51;não;31,08;não;0,0;não;;;44,04;não;92,5;não;;;;;;;;;;;
09/03/2020;16,77;não;23,35;não;29,92;não;3,56;não;;;51,78;não;93,9;não;;;;;;;;;;;
08/03/2020;16,6;não;23,17;não;29,73;não;0,0;não;;;40,77;não;91,4;não;;;;;;;;;;;
07/03/2020;16,04;não;22,61;não;29,18;não;0,0;não;;;41,83;não;89,5;não;;;;;;;;;;;
06/03/2020;15,11;não;22,12;não;29,13;não;0,0;não;;;42,81;não;92,2;não;;;;;;;;;;;
05/03/2020;15,91;não;22,64;não;29,36;não;0,0;não;;;49,42;não;92,2;não;;;;;;;;;;;
04/03/2020;17,03;não;22,72;não;28,41;não;0,0;não;;;53,35;não;90,7;não;;;;;;;;;;;
03/03/2020;17,11;não;22,86;não;28,61;não;0,0;não;;;53,21;não;92,4;não;;;;;;;;;;;
02/03/2020;18,13;não;22,99;não;27,84;não;0,0;não;;;61,92;não;89,5;não;;;;;;;;;;;
01/03/2020;18,91;não;23,84;não;28,76;não;0,0;não;;;61,96;não;94,2;não;;;;;;;;;;;
29/02/2020;18,03;não;20,62;não;23,2;não;4,57;não;;;75,8;não;94,8;não;;;;;;;;;;;
28/02/2020;16,71;não;20,49;não;24,27;não;1,52;não;;;70,2;não;94,4;não;;;;;;;;;;;
27/02/2020;17,6;não;20,84;não;24,07;não;33,27;não;;;88,0;não;95,3;não;;;;;;;;;;;
26/02/2020;19,88;não;25,37;não;30,86;não;3,05;não;;;60,42;não;94,6;não;;;;;;;;;;;
25/02/2020;18,96;não;23,64;não;28,31;não;1,27;não;;;64,99;não;94,5;não;;;;;;;;;;;
24/02/2020;17,45;não;23,42;não;29,38;não;0,0;não;;;55,46;não;91,8;não;;;;;;;;;;;
23/02/2020;16,52;não;21,19;não;25,86;não;2,03;não;;;67,44;não;93,4;não;;;;;;;;;;;
22/02/2020;18,75;não;21,83;não;24,91;não;58,42;não;;;85,9;não;94,7;não;;;;;;;;;;;
21/02/2020;21,19;não;26,38;não;31,57;não;8,89;não;;;57,96;não;94,5;não;;;;;;;;;;;
20/02/2020;20,22;não;25,75;não;31,28;não;0,0;não;;;57,45;não;94,3;não;;;;;;;;;;;
19/02/2020;21,02;não;26,16;não;31,29;não;0,0;não;;;58,96;não;92,3;não;;;;;;;;;;;
18/02/2020;21,68;não;27,19;não;32,7;não;0,0;não;;;50,07;não;87,2;não;;;;;;;;;;;
17/02/2020;20,08;não;26,29;não;32,5;não;0,0;não;;;51,37;não;92,8;não;;;;;;;;;;;
16/02/2020;20,22;não;26,46;não;32,7;não;0,0;não;;;47,96;não;87,6;não;;;;;;;;;;;
15/02/2020;18,21;não;24,73;não;31,25;não;0,0;não;;;46,94;não;92,9;não;;;;;;;;;;;
14/02/2020;17,23;não;23,43;não;29,63;não;0,0;não;;;51,35;não;92,9;não;;;;;;;;;;;
13/02/2020;17,76;não;21,98;não;26,19;não;0,0;não;;;69,81;não;91,3;não;;;;;;;;;;;
12/02/2020;17,77;não;21,41;não;25,04;não;0,25;não;;;73,6;não;91,8;não;;;;;;;;;;;
11/02/2020;17,95;não;20,6;não;23,24;não;25,65;não;;;91,3;não;95,1;não;;;;;;;;;;;
10/02/2020;20,7;não;25,18;não;29,66;não;24,13;não;;;61,9;não;94,6;não;;;;;;;;;;;
09/02/2020;20,52;não;25,71;não;30,89;não;0,25;não;;;54,74;não;91,0;não;;;;;;;;;;;
08/02/2020;19,1;não;23,17;não;27,23;não;0,0;não;;;59,92;não;93,2;não;;;;;;;;;;;
07/02/2020;20,23;não;24,72;não;29,21;não;0,76;não;;;64,55;não;93,1;não;;;;;;;;;;;
06/02/2020;20,04;não;24,77;não;29,49;não;0,0;não;;;55,88;não;94,4;não;;;;;;;;;;;
05/02/2020;20,67;não;25,4;não;30,12;não;10,67;não;;;60,86;não;94,8;não;;;;;;;;;;;
04/02/2020;19,71;não;24,94;não;30,16;não;3,56;não;;;60,6;não;94,6;não;;;;;;;;;;;
03/02/2020;20,26;não;25,38;não;30,49;não;16,51;não;;;59,76;não;94,7;não;;;;;;;;;;;
02/02/2020;20,53;não;25,07;não;29,6;não;20,57;não;;;64,18;não;94,8;não;;;;;;;;;;;
01/02/2020;21,08;não;25,77;não;30,46;não;5,33;não;;;59,37;não;93,9;não;;;;;;;;;;;
31/01/2020;20,17;não;25,32;não;30,46;não;8,13;não;;;64,7;não;94,1;não;;;;;;;;;;;
30/01/2020;21,03;não;26,23;não;31,42;não;12,95;não;;;54,89;não;93,7;não;;;;;;;;;;;
29/01/2020;20,08;não;26,91;não;33,74;não;9,4;não;;;43,2;não;93,6;não;;;;;;;;;;;
28/01/2020;18,26;não;25,78;não;33,29;não;0,0;não;;;26,3;não;75,9;não;;;;;;;;;;;
27/01/2020;16,4;não;24,25;não;32,09;não;0,0;não;;;26,31;não;82,6;não;;;;;;;;;;;
26/01/2020;16,07;não;22,55;não;29,02;não;0,0;não;;;44,64;não;93,4;não;;;;;;;;;;;
25/01/2020;15,46;não;22,1;não;28,73;não;0,0;não;;;57,96;não;94,0;não;;;;;;;;;;;
24/01/2020;18,04;não;21,53;não;25,02;não;11,94;não;;;76,6;não;94,4;não;;;;;;;;;;;
23/01/2020;18,78;não;23,68;não;28,58;não;7,62;não;;;59,65;não;94,1;não;;;;;;;;;;;
22/01/2020;17,96;não;24,64;não;31,31;não;0,0;não;;;47,4;não;88,4;não;;;;;;;;;;;
21/01/2020;16,77;não;24,23;não;31,69;não;0,0;não;;;53,47;não;90,9;não;;;;;;;;;;;
20/01/2020;20,02;não;25,64;não;31,26;não;0,0;não;;;57,1;não;89,1;não;;;;;;;;;;;
19/01/2020;19,31;não;25,02;não;30,73;não;0,0;não;;;55,96;não;89,5;não;;;;;;;;;;;
18/01/2020;18,16;não;21,97;não;25,78;não;0,51;não;;;68,45;não;91,8;não;;;;;;;;;;;
17/01/2020;21,41;não;28,06;não;34,7;não;1,02;não;;;44,52;não;93,0;não;;;;;;;;;;;
16/01/2020;22,12;não;27,88;não;33,64;não;0,0;não;;;45,91;não;89,5;não;;;;;;;;;;;
15/01/2020;20,12;não;25,68;não;31,24;não;0,0;não;;;52,79;não;91,9;não;;;;;;;;;;;
14/01/2020;19,86;não;24,84;não;29,82;não;0,25;não;;;61,06;não;87,9;não;;;;;;;;;;;
13/01/2020;20,42;não;26,15;não;31,87;não;83,3;não;;;56,91;não;94,5;não;;;;;;;;;;;
12/01/2020;21,57;não;26,86;não;32,14;não;0,0;não;;;53,91;não;94,3;não;;;;;;;;;;;
11/01/2020;21,65;não;26,9;não;32,14;não;0,25;não;;;56,8;não;94,6;não;;;;;;;;;;;
10/01/2020;21,03;não;26,13;não;31,23;não;1,52;não;;;56,46;não;94,6;não;;;;;;;;;;;
09/01/2020;20,88;não;24,65;não;28,42;não;4,32;não;;;73,2;não;94,7;não;;;;;;;;;;;
08/01/2020;20,04;não;26,21;não;32,38;não;9,14;não;;;51,81;não;94,4;não;;;;;;;;;;;
07/01/2020;20,05;não;24,74;não;29,43;não;11,68;não;;;65,29;não;93,2;não;;;;;;;;;;;
06/01/2020;17,31;não;23,02;não;28,73;não;45,97;não;;;63,32;não;94,5;não;;;;;;;;;;;
05/01/2020;18,85;não;23,92;não;28,98;não;2,03;não;;;58,07;não;93,6;não;;;;;;;;;;;
04/01/2020;18,63;não;23,47;não;28,31;não;0,0;não;;;62,33;não;94,0;não;;;;;;;;;;;
03/01/2020;19,14;não;24,74;não;30,33;não;40,39;não;;;61,21;não;94,1;não;;;;;;;;;;;
02/01/2020;21,13;não;27,24;não;33,35;não;0,51;não;;;45,27;não;91,3;não;;;;;;;;;;;
01/01/2020;20,64;não;27,66;não;34,67;não;1,02;não;;;40,72;não;88,9;não;;;;;;;;;;;
31/12/2019;19,58;não;26,31;não;33,03;não;0,0;não;7;7;42,55;não;89,0;não;5,16;;;;;;;;;3,68;69,56
30/12/2019;19,32;não;26,1;não;32,88;não;0,0;não;6;6;38,05;não;89,4;não;5,14;;;;;;;;;3,87;73,24
29/12/2019;19,5;não;26,61;não;33,72;não;0,0;não;5;5;41,69;não;91,3;não;5,34;;;;;;;;;4,22;77,11
28/12/2019;20,27;não;26,97;não;33,67;não;0,0;não;4;4;44,54;não;89,3;não;5,27;;;;;;;;;4,41;81,33
27/12/2019;18,91;não;26,41;não;33,9;não;0,0;não;3;3;30,79;não;90,6;não;5,44;;;;;;;;;4,79;85,74
26/12/2019;18,11;não;25,3;não;32,48;não;0,0;não;2;2;30,05;não;91,1;não;5,14;;;;;;;;;4,77;90,53
25/12/2019;17,97;não;24,65;não;31,32;não;0,0;não;1;1;43,46;não;91,9;não;4,81;;;;;;;;;4,7;95,3
24/12/2019;16,11;não;19,72;não;23,33;não;30,23;não;0;0;83,4;não;94,8;não;2,17;;;;;;;;;2,17;100,0
23/12/2019;19,79;não;23,43;não;27,06;não;16,26;não;0;0;66,23;não;94,3;não;3,04;;;;;;;;;3,04;89,75
22/12/2019;20,44;não;24,8;não;29,15;não;0,0;não;4;4;54,98;não;91,7;não;3,8;;;;;;;;;2,96;76,53
21/12/2019;21,02;não;24,59;não;28,15;não;0,0;não;3;3;55,46;não;91,3;não;3,3;;;;;;;;;2,67;79,49
20/12/2019;19,36;não;24,55;não;29,74;não;0,0;não;2;2;59,02;não;92,9;não;4,23;;;;;;;;;3,55;82,16
19/12/2019;20,07;não;22,77;não;25,47;não;0,25;não;1;1;69,06;não;94,4;não;2,44;;;;;;;;;2,15;85,71
18/12/2019;19,74;não;25,44;não;31,13;não;10,92;não;0;0;52,49;não;94,5;não;4,56;;;;;;;;;4,56;87,61
17/12/2019;20,55;não;26,56;não;32,57;não;0,0;não;2;5;41,49;não;90,5;não;4,93;;;;;;;;;4,11;81,25
16/12/2019;20,1;não;25,62;não;31,14;não;0,0;não;1;4;51,49;não;89,6;não;4,78;;;;;;;;;4,18;85,36
15/12/2019;20,42;não;25,56;não;30,7;não;1,52;não;0;3;55,71;não;93,1;não;4,51;;;;;;;;;4,24;89,54
14/12/2019;20,34;não;26,39;não;32,44;não;0,0;não;2;2;45,41;não;87,7;não;4,91;;;;;;;;;4,64;92,26
13/12/2019;20,14;não;24,13;não;28,11;não;0,25;não;1;1;62,92;não;93,8;não;3,4;;;;;;;;;3,35;96,9
12/12/2019;17,65;não;21,17;não;24,68;não;10,41;não;0;0;79,2;não;94,9;não;2,44;;;;;;;;;2,44;100,0
11/12/2019;19,49;não;22,7;não;25,9;não;21,84;não;0;0;75,9;não;95,2;não;2,65;;;;;;;;;2,65;100,0
10/12/2019;20,16;não;25,24;não;30,31;não;2,54;não;0;3;53,83;não;94,6;não;4,36;;;;;;;;;4,17;88,85
09/12/2019;18,99;não;25,71;não;32,43;não;0,0;não;2;2;35,26;não;88,2;não;5,04;;;;;;;;;4,68;90,48
08/12/2019;15,22;não;23,06;não;30,9;não;0,0;não;1;1;35,63;não;86,9;não;4,96;;;;;;;;;4,84;95,16
07/12/2019;17,83;não;21,98;não;26,12;não;12,19;não;0;0;73,0;não;95,0;não;2,92;;;;;;;;;2,92;100,0
06/12/2019;20,63;não;25,07;não;29,5;não;9,4;não;0;4;66,32;não;94,8;não;3,91;;;;;;;;;3,91;99,11
05/12/2019;21,05;não;25,91;não;30,76;não;5,59;não;0;3;53,6;não;90,1;não;4,42;;;;;;;;;4,42;93,62
04/12/2019;18,15;não;23,83;não;29,5;não;0,0;não;2;2;54,87;não;91,4;não;4,28;;;;;;;;;4,04;92,45
03/12/2019;16,3;não;21,8;não;27,29;não;0,0;não;1;1;59,54;não;88,6;não;3,57;;;;;;;;;3,51;96,49
02/12/2019;18,82;não;24,17;não;29,52;não;14,73;não;0;0;62,63;não;94,4;não;4,18;;;;;;;;;4,18;100,0
01/12/2019;20,11;não;26,85;não;33,59;não;48,77;não;0;0;48,57;não;94,7;não;5,26;;;;;;;;;5,26;100,0
30/11/2019;18,45;não;24,49;não;30,53;não;0,0;não;2;2;52,25;não;91,6;não;4,71;;;;;;;;;3,37;69,98
29/11/2019;16,08;não;20,15;não;24,21;não;0,51;não;1;1;80,2;não;92,2;não;2,44;;;;;;;;;1,94;73,35
28/11/2019;19,68;não;24,96;não;30,24;não;20,32;não;0;0;55,25;não;94,3;não;4,37;;;;;;;;;4,37;74,78
27/11/2019;20,08;não;25,99;não;31,9;não;0,0;não;3;11;49,3;não;90,1;não;4,77;;;;;;;;;2,87;58,83
26/11/2019;16,37;não;21,86;não;27,35;não;0,0;não;2;10;55,44;não;89,5;não;3,57;;;;;;;;;2,24;61,7
25/11/2019;14,47;não;18,18;não;21,89;não;0,0;não;1;9;64,92;não;84,9;não;1,88;;;;;;;;;1,22;63,94
24/11/2019;16,87;não;24,33;não;31,79;não;2,79;não;0;8;49,6;não;92,3;não;5,06;;;;;;;;;4,28;65,16
23/11/2019;20,1;não;26,05;não;32,0;não;0,0;não;7;7;44,22;não;91,5;não;4,8;;;;;;;;;3,28;66,65
22/11/2019;19,72;não;26,34;não;32,96;não;0,0;não;6;6;38,78;não;89,2;não;5,12;;;;;;;;;3,67;69,93
21/11/2019;18,55;não;25,77;não;32,99;não;0,0;não;5;5;39,35;não;90,9;não;5,24;;;;;;;;;3,96;73,6
20/11/2019;18,61;não;25,31;não;32,0;não;0,0;não;4;4;41,65;não;89,5;não;4,95;;;;;;;;;3,94;77,56
19/11/2019;18,19;não;24,8;não;31,4;não;0,0;não;3;3;44,93;não;89,8;não;4,81;;;;;;;;;4,01;81,5
18/11/2019;16,82;não;23,85;não;30,88;não;0,0;não;2;2;39,34;não;89,5;não;4,79;;;;;;;;;4,2;85,51
17/11/2019;15,16;não;21,71;não;28,25;não;0,0;não;1;1;44,12;não;84,4;não;4,09;;;;;;;;;3,74;89,71
16/11/2019;15,65;não;21,64;não;27,63;não;11,18;não;0;0;65,18;não;94,4;não;3,74;;;;;;;;;3,74;93,45
15/11/2019;18,94;não;23,39;não;27,84;não;28,7;não;0;0;65,99;não;94,7;não;3,37;;;;;;;;;3,37;86,01
14/11/2019;19,99;não;25,7;não;31,41;não;25,65;não;0;0;48,19;não;94,8;não;4,62;;;;;;;;;4,62;60,68
13/11/2019;17,81;não;24,35;não;30,88;não;0,0;não;4;7;50,3;não;88,0;não;4,69;;;;;;;;;1,91;39,65
12/11/2019;18,75;não;23,84;não;28,93;não;0,0;não;3;6;57,77;não;89,0;não;3,84;;;;;;;;;1,62;41,56
11/11/2019;20,07;não;22,92;não;25,77;não;0,0;não;2;5;71,2;não;92,3;não;2,46;;;;;;;;;1,08;43,18
10/11/2019;20,5;não;24,91;não;29,32;não;0,76;não;1;4;54,94;não;92,7;não;3,74;;;;;;;;;2,1;44,26
09/11/2019;19,59;não;22,82;não;26,04;não;4,32;não;0;3;69,81;não;93,5;não;2,6;;;;;;;;;2,6;45,6
08/11/2019;19,12;não;23,73;não;28,33;não;0,0;não;2;2;60,75;não;93,0;não;3,51;;;;;;;;;1,57;43,88
07/11/2019;18,35;não;22,23;não;26,1;não;0,0;não;1;1;65,78;não;88,1;não;2,76;;;;;;;;;1,27;45,45
06/11/2019;19,65;não;25,71;não;31,76;não;24,64;não;0;0;49,05;não;93,4;não;4,77;;;;;;;;;4,77;46,72
05/11/2019;20,09;não;27,89;não;35,69;não;2,79;não;0;5;30,9;não;92,4;não;5,74;;;;;;;;;3,59;26,85
04/11/2019;21,31;não;28,1;não;34,88;não;0,0;não;4;4;32,87;não;84,5;não;5,48;;;;;;;;;1,56;27,65
03/11/2019;20,0;não;27,02;não;34,04;não;0,0;não;3;3;30,04;não;88,9;não;5,38;;;;;;;;;1,61;29,21
02/11/2019;19,71;não;26,29;não;32,86;não;0,0;não;2;2;39,43;não;85,7;não;5,1;;;;;;;;;1,62;30,82
01/11/2019;19,71;não;26,11;não;32,51;não;0,0;não;1;1;45,08;não;84,7;não;5,0;;;;;;;;;1,66;32,44
31/10/2019;18,03;não;26,13;não;34,22;não;18,8;não;0;0;36,57;não;92,6;não;5,58;;;;;;;;;5,58;34,1
30/10/2019;19,42;não;26,48;não;33,53;não;14,99;não;0;0;39,23;não;93,0;não;5,3;;;;;;;;;5,3;20,88
29/10/2019;19,76;não;25,77;não;31,77;não;0,0;não;1;20;40,26;não;85,9;não;4,76;;;;;;;;;0,54;11,19
28/10/2019;19,74;não;27,61;não;35,47;não;2,03;não;0;19;23,31;não;87,7;não;5,72;;;;;;;;;2,47;11,73
27/10/2019;17,61;não;26,25;não;34,88;não;0,0;não;5;18;31,63;não;89,2;não;5,74;;;;;;;;;0,72;12,17
26/10/2019;18,98;não;27,02;não;35,06;não;0,0;não;4;17;27,52;não;80,7;não;5,68;;;;;;;;;0,76;12,89
25/10/2019;18,37;não;25,12;não;31,86;não;0,0;não;3;16;46,84;não;89,9;não;4,94;;;;;;;;;0,69;13,65
24/10/2019;18,29;não;24,83;não;31,36;não;0,0;não;2;15;38,09;não;86,2;não;4,79;;;;;;;;;0,7;14,34
23/10/2019;17,42;não;22,99;não;28,56;não;0,0;não;1;14;47,83;não;92,7;não;3,75;;;;;;;;;0,58;15,04
22/10/2019;16,63;não;21,04;não;25,45;não;1,27;não;0;13;54,98;não;93,8;não;2,66;;;;;;;;;1,49;15,62
21/10/2019;15,46;não;21,42;não;27,37;não;0,0;não;2;12;49,55;não;83,6;não;3,51;;;;;;;;;0,56;15,84
20/10/2019;17,31;não;24,79;não;32,26;não;0,0;não;1;11;41,57;não;92,6;não;5,15;;;;;;;;;0,87;16,4
19/10/2019;19,46;não;26,66;não;33,85;não;4,32;não;0;10;36,23;não;92,9;não;5,38;;;;;;;;;4,5;17,27
18/10/2019;19,58;não;26,84;não;34,1;não;0,0;não;9;9;35,53;não;89,0;não;5,43;;;;;;;;;0,98;17,45
17/10/2019;19,15;não;25,9;não;32,64;não;0,0;não;8;8;39,87;não;86,7;não;5,09;;;;;;;;;0,96;18,43
16/10/2019;18,19;não;24,28;não;30,37;não;0,0;não;7;7;46,59;não;84,4;não;4,38;;;;;;;;;0,87;19,39
15/10/2019;19,39;não;27,4;não;35,4;não;0,0;não;6;6;28,72;não;82,3;não;5,72;;;;;;;;;1,19;20,26
14/10/2019;20,67;não;28,45;não;36,22;não;0,0;não;5;5;26,92;não;69,98;não;5,8;;;;;;;;;1,28;21,45
13/10/2019;20,37;não;27,41;não;34,44;não;0,0;não;4;4;33,78;não;75,9;não;5,45;;;;;;;;;1,27;22,73
12/10/2019;19,11;não;26,05;não;32,99;não;0,0;não;3;3;35,61;não;86,8;não;5,19;;;;;;;;;1,28;24,0
11/10/2019;17,62;não;24,39;não;31,16;não;0,0;não;2;2;38,21;não;92,2;não;4,8;;;;;;;;;1,24;25,28
10/10/2019;17,29;não;21,62;não;25,94;não;0,25;não;1;1;63,37;não;91,3;não;2,69;;;;;;;;;0,91;26,52
09/10/2019;17,35;não;21,33;não;25,31;não;13,21;não;0;0;64,04;não;92,9;não;2,47;;;;;;;;;2,47;27,18
08/10/2019;17,42;não;23,58;não;29,73;não;0,0;não;11;12;51,73;não;86,7;não;4,14;;;;;;;;;0,7;16,44
07/10/2019;17,68;não;25,14;não;32,6;não;0,76;não;10;11;39,05;não;89,9;não;5,21;;;;;;;;;1,54;17,14
06/10/2019;18,55;não;26,56;não;34,56;não;0,0;não;9;10;25,68;não;85,9;não;5,61;;;;;;;;;1,03;17,92
05/10/2019;17,21;não;25,08;não;32,94;não;0,0;não;8;9;29,58;não;84,5;não;5,34;;;;;;;;;1,04;18,95
04/10/2019;15,4;não;24,28;não;33,16;não;0,0;não;7;8;21,51;não;86,3;não;5,54;;;;;;;;;1,14;19,99
03/10/2019;19,88;não;27,77;não;35,66;não;0,0;não;6;7;25,96;não;71,4;não;5,74;;;;;;;;;1,25;21,13
02/10/2019;17,55;não;25,55;não;33,55;não;0,0;não;5;6;28,72;não;84,7;não;5,46;;;;;;;;;1,25;22,38
