data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
24/08/2021;16,09;não;24,2;não;32,3;não;0,0;não;7;27;24,63;não;64,2;não;5,27;;;;;;;;;0,7;13,05
23/08/2021;15,18;não;23,0;não;30,82;não;0,0;não;6;26;24,28;não;64,07;não;4,94;;;;;;;;;0,7;13,75
22/08/2021;15,51;não;23,43;não;31,35;não;0,0;não;5;25;24,64;não;70,7;não;5,07;;;;;;;;;0,75;14,45
21/08/2021;14,21;não;22,22;não;30,22;não;0,0;não;4;24;28,21;não;73,85;não;4,86;;;;;;;;;0,76;15,2
20/08/2021;14,59;não;23,67;não;32,74;não;0,0;não;3;23;25,35;não;75,48;não;5,5;;;;;;;;;0,9;15,96
19/08/2021;16,23;não;24,75;não;33,26;não;0,0;não;2;22;24,47;não;71,01;não;5,49;;;;;;;;;0,95;16,86
18/08/2021;13,54;não;22,49;não;31,44;não;0,0;não;1;21;29,5;não;83,7;não;5,27;;;;;;;;;0,96;17,81
17/08/2021;12,86;não;22,41;não;31,95;não;3,56;não;0;20;28,67;não;85,0;não;5,45;;;;;;;;;3,92;18,77
16/08/2021;14,41;não;22,29;não;30,16;não;0,0;não;18;19;30,84;não;91,6;não;4,82;;;;;;;;;0,95;19,13
15/08/2021;13,35;não;20,15;não;26,94;não;0,0;não;17;18;45,54;não;92,7;não;3,15;;;;;;;;;0,64;20,08
14/08/2021;13,83;não;20,24;não;26,65;não;0,0;não;16;17;48,84;não;88,5;não;2,99;;;;;;;;;0,63;20,72
13/08/2021;14,76;não;20,07;não;25,38;não;0,0;não;15;16;50,56;não;89,1;não;2,47;;;;;;;;;0,53;21,35
12/08/2021;13,3;não;20,66;não;28,02;não;0,0;não;14;15;35,47;não;86,8;não;3,54;;;;;;;;;0,79;21,88
11/08/2021;12,34;não;20,86;não;29,38;não;0,0;não;13;14;26,24;não;80,1;não;4,79;;;;;;;;;1,11;22,67
10/08/2021;11,57;não;19,78;não;27,99;não;0,0;não;12;13;29,45;não;79,59;não;3,74;;;;;;;;;0,91;23,78
09/08/2021;13,46;não;20,46;não;27,46;não;0,0;não;11;12;34,11;não;78,54;não;3,29;;;;;;;;;0,83;24,69
08/08/2021;13,18;não;20,32;não;27,46;não;0,0;não;10;11;35,08;não;85,7;não;3,32;;;;;;;;;0,86;25,52
07/08/2021;12,67;não;20,14;não;27,61;não;0,0;não;9;10;37,88;não;89,7;não;3,43;;;;;;;;;0,92;26,38
06/08/2021;12,64;não;19,37;não;26,1;não;0,0;não;8;9;35,67;não;89,5;não;2,89;;;;;;;;;0,8;27,3
05/08/2021;11,69;não;17,66;não;23,63;não;0,0;não;7;8;36,05;não;78,85;não;2,21;;;;;;;;;0,63;28,1
04/08/2021;11,55;não;17,02;não;22,49;não;0,0;não;6;7;38,92;não;76,95;não;1,91;;;;;;;;;0,55;28,73
03/08/2021;9,6;não;16,89;não;24,18;não;0,0;não;5;6;30,56;não;82,4;não;2,58;;;;;;;;;0,76;29,28
02/08/2021;9,29;não;16,86;não;24,43;não;0,0;não;4;5;23,02;não;82,4;não;2,69;;;;;;;;;0,82;30,04
01/08/2021;8,15;não;15,26;não;22,36;não;0,0;não;3;4;23,76;não;78,59;não;2,17;;;;;;;;;0,68;30,86
31/07/2021;4,03;não;11,14;não;18,24;não;0,0;não;2;3;29,47;não;79,41;não;1,48;;;;;;;;;0,47;31,54
30/07/2021;3,54;não;8,86;não;14,18;não;0,25;não;1;2;26,64;não;83,4;não;0,75;;;;;;;;;0,41;32,01
29/07/2021;4,39;não;9,6;não;14,8;não;7,87;não;0;1;77,92;não;83,8;não;0,8;;;;;;;;;0,8;32,17
28/07/2021;14,19;não;22,01;não;29,82;não;18,29;não;0;0;18,77;não;83,5;não;4,73;;;;;;;;;4,73;25,1
27/07/2021;12,14;não;20,32;não;28,5;não;0,0;não;34;35;17,7;não;57,98;não;3,77;;;;;;;;;0,45;11,54
26/07/2021;11,19;não;19,19;não;27,18;não;0,0;não;33;34;16,95;não;65,02;não;3,38;;;;;;;;;0,41;11,99
25/07/2021;11,09;não;19,58;não;28,06;não;0,0;não;32;33;15,02;não;65,29;não;3,73;;;;;;;;;0,47;12,4
24/07/2021;10,24;não;19,37;não;28,49;não;0,0;não;31;32;6,56;não;75,45;não;4,73;;;;;;;;;0,62;12,87
23/07/2021;8,93;não;18,83;não;28,72;não;0,0;não;30;31;6,93;não;75,73;não;4,94;;;;;;;;;0,69;13,49
22/07/2021;7,96;não;16,62;não;25,28;não;0,0;não;29;30;12,42;não;72,37;não;3,07;;;;;;;;;0,44;14,18
21/07/2021;4,79;não;13,65;não;22,51;não;0,0;não;28;29;12,15;não;72,49;não;2,51;;;;;;;;;0,37;14,62
20/07/2021;4,03;não;11,7;não;19,36;não;0,0;não;27;28;10,94;não;67,01;não;1,71;;;;;;;;;0,26;14,99
19/07/2021;5,07;não;14,91;não;24,75;não;0,0;não;26;27;14,76;não;80,7;não;3,21;;;;;;;;;0,5;15,25
18/07/2021;15,16;não;21,41;não;27,65;não;0,0;não;25;26;32,34;não;80,5;não;3,04;;;;;;;;;0,48;15,75
17/07/2021;15,93;não;21,97;não;28,01;não;0,0;não;24;25;24,74;não;76,8;não;3,07;;;;;;;;;0,51;16,23
16/07/2021;12,63;não;20,62;não;28,6;não;0,0;não;23;24;22,41;não;68,66;não;3,69;;;;;;;;;0,63;16,74
15/07/2021;12,06;não;19,62;não;27,17;não;0,0;não;22;23;21,96;não;70,02;não;3,22;;;;;;;;;0,57;17,37
14/07/2021;11,72;não;19,49;não;27,26;não;0,0;não;21;22;19,25;não;71,79;não;3,29;;;;;;;;;0,6;17,94
13/07/2021;12,0;sim;19,5;sim;27,0;sim;0,0;sim;20;21;;não;;não;3,16;;;;;;;;;0,59;18,54
12/07/2021;11,0;sim;19,0;sim;27,0;sim;0,0;sim;19;20;;não;;não;3,28;;;;;;;;;0,64;19,13
11/07/2021;11,0;sim;19,0;sim;27,0;sim;0,0;sim;18;19;;não;;não;3,28;;;;;;;;;0,66;19,77
10/07/2021;13,0;sim;19,5;sim;26,0;sim;0,0;sim;17;18;;não;;não;2,71;;;;;;;;;0,56;20,43
09/07/2021;10,0;sim;18,0;sim;26,0;sim;0,0;sim;16;17;;não;;não;3,04;;;;;;;;;0,65;20,99
08/07/2021;10,0;sim;17,0;sim;24,0;sim;0,0;sim;15;16;;não;;não;2,4;;;;;;;;;0,52;21,64
07/07/2021;10,0;sim;17,0;sim;24,0;sim;0,0;sim;14;15;;não;;não;2,39;;;;;;;;;0,54;22,16
06/07/2021;10,0;sim;17,0;sim;24,0;sim;0,0;sim;13;14;;não;;não;2,39;;;;;;;;;0,55;22,7
05/07/2021;10,0;sim;17,5;sim;25,0;sim;0,0;sim;12;13;;não;;não;2,7;;;;;;;;;0,64;23,25
04/07/2021;11,0;sim;17,0;sim;23,0;sim;0,0;sim;11;12;;não;;não;2,01;;;;;;;;;0,48;23,89
03/07/2021;11,0;sim;18,0;sim;25,0;sim;0,0;sim;10;11;;não;;não;2,59;;;;;;;;;0,64;24,37
02/07/2021;7,04;não;15,47;não;23,89;não;0,0;não;;;12,61;não;78,46;não;;;;;;;;;;;
01/07/2021;4,35;não;11,04;não;17,73;não;0,0;não;;;22,91;não;79,07;não;;;;;;;;;;;
30/06/2021;4,21;não;9,55;não;14,89;não;0,0;não;;;60,84;não;81,4;não;;;;;;;;;;;
29/06/2021;12,6;não;20,05;não;27,49;não;0,0;não;;;27,34;não;82,2;não;;;;;;;;;;;
28/06/2021;12,5;não;19,77;não;27,03;não;0,0;não;;;28,82;não;76,08;não;;;;;;;;;;;
27/06/2021;14,03;não;22,12;não;30,2;não;0,0;não;;;26,65;não;76,81;não;;;;;;;;;;;
26/06/2021;14,17;não;21,85;não;29,52;não;0,0;não;;;30,42;não;78,61;não;;;;;;;;;;;
25/06/2021;11,86;não;19,04;não;26,22;não;0,0;não;;;34,08;não;80,7;não;;;;;;;;;;;
24/06/2021;11,13;não;17,21;não;23,28;não;0,0;não;;;39,26;não;83,0;não;;;;;;;;;;;
23/06/2021;13,41;não;17,11;não;20,8;não;5,84;não;;;68,78;não;83,9;não;;;;;;;;;;;
22/06/2021;12,33;não;18,22;não;24,11;não;11,94;não;;;31,41;não;83,8;não;;;;;;;;;;;
21/06/2021;12,19;não;18,64;não;25,09;não;0,25;não;;;44,12;não;83,3;não;;;;;;;;;;;
20/06/2021;14,55;não;20,34;não;26,13;não;0,76;não;;;35,33;não;83,3;não;;;;;;;;;;;
19/06/2021;12,44;não;18,81;não;25,18;não;0,0;não;;;25,49;não;80,0;não;;;;;;;;;;;
18/06/2021;12,4;não;17,68;não;22,96;não;0,0;não;;;34,48;não;80,1;não;;;;;;;;;;;
17/06/2021;10,28;não;17,21;não;24,13;não;0,0;não;;;35,28;não;83,3;não;;;;;;;;;;;
16/06/2021;10,27;não;17,42;não;24,57;não;0,0;não;;;37,47;não;84,1;não;;;;;;;;;;;
15/06/2021;10,37;não;18,01;não;25,65;não;0,0;não;;;29,35;não;83,9;não;;;;;;;;;;;
14/06/2021;12,24;não;17,7;não;23,15;não;0,0;não;;;38,78;não;81,2;não;;;;;;;;;;;
13/06/2021;11,87;não;17,66;não;23,44;não;0,0;não;;;33,81;não;84,0;não;;;;;;;;;;;
12/06/2021;12,02;não;17,14;não;22,25;não;0,25;não;;;60,02;não;84,4;não;;;;;;;;;;;
11/06/2021;16,14;não;19,1;não;22,05;não;5,08;não;;;61,5;não;84,5;não;;;;;;;;;;;
10/06/2021;15,62;não;21,89;não;28,16;não;0,0;não;;;28,73;não;81,2;não;;;;;;;;;;;
09/06/2021;14,98;não;20,24;não;25,5;não;0,0;não;;;47,3;não;83,5;não;;;;;;;;;;;
08/06/2021;14,63;não;20,2;não;25,76;não;3,05;não;;;46,97;não;83,8;não;;;;;;;;;;;
07/06/2021;15,52;não;21,9;não;28,27;não;0,0;não;;;34,92;não;80,9;não;;;;;;;;;;;
06/06/2021;13,93;não;21,15;não;28,37;não;0,0;não;;;26,41;não;75,87;não;;;;;;;;;;;
05/06/2021;15,19;não;22,59;não;29,99;não;0,0;não;;;25,71;não;81,2;não;;;;;;;;;;;
04/06/2021;13,51;não;21,22;não;28,92;não;0,0;não;;;25,28;não;81,8;não;;;;;;;;;;;
03/06/2021;11,59;não;20,22;não;28,84;não;0,0;não;;;26,59;não;82,1;não;;;;;;;;;;;
02/06/2021;12,39;não;19,43;não;26,46;não;0,0;não;;;34,84;não;83,1;não;;;;;;;;;;;
01/06/2021;13,86;não;19,68;não;25,49;não;0,0;não;;;39,83;não;83,2;não;;;;;;;;;;;
31/05/2021;15,39;não;21,91;não;28,42;não;0,0;não;;;39,13;não;81,6;não;;;;;;;;;;;
30/05/2021;16,06;não;22,96;não;29,86;não;0,0;não;;;31,04;não;81,5;não;;;;;;;;;;;
29/05/2021;16,16;não;23,33;não;30,49;não;0,0;não;;;29,15;não;72,96;não;;;;;;;;;;;
28/05/2021;13,97;não;20,83;não;27,68;não;0,0;não;;;28,84;não;76,2;não;;;;;;;;;;;
27/05/2021;9,01;não;17,67;não;26,32;não;0,0;não;;;14,39;não;79,0;não;;;;;;;;;;;
26/05/2021;7,72;não;16,41;não;25,1;não;0,0;não;;;13,0;não;79,8;não;;;;;;;;;;;
25/05/2021;8,07;não;15,14;não;22,21;não;0,0;não;;;22,37;não;83,9;não;;;;;;;;;;;
24/05/2021;11,43;não;16,77;não;22,11;não;0,0;não;;;64,88;não;84,1;não;;;;;;;;;;;
23/05/2021;13,87;não;17,27;não;20,67;não;18,29;não;;;51,35;não;84,2;não;;;;;;;;;;;
22/05/2021;13,1;não;21,01;não;28,92;não;0,0;não;;;21,25;não;71,66;não;;;;;;;;;;;
21/05/2021;11,61;não;19,9;não;28,18;não;0,0;não;;;19,55;não;79,26;não;;;;;;;;;;;
20/05/2021;11,21;não;18,31;não;25,41;não;0,0;não;;;30,21;não;84,2;não;;;;;;;;;;;
19/05/2021;11,41;não;18,71;não;26,0;não;0,0;não;;;36,5;não;84,1;não;;;;;;;;;;;
18/05/2021;13,1;não;19,26;não;25,41;não;0,0;não;;;35,14;não;84,1;não;;;;;;;;;;;
17/05/2021;12,9;não;19,99;não;27,07;não;0,0;não;;;35,93;não;84,1;não;;;;;;;;;;;
16/05/2021;14,35;não;19,59;não;24,82;não;0,0;não;;;47,96;não;83,5;não;;;;;;;;;;;
15/05/2021;14,37;não;20,49;não;26,61;não;0,0;não;;;38,12;não;80,6;não;;;;;;;;;;;
14/05/2021;13,98;não;18,67;não;23,36;não;0,25;não;;;46,21;não;81,3;não;;;;;;;;;;;
13/05/2021;14,06;não;19,79;não;25,51;não;4,83;não;;;46,4;não;83,3;não;;;;;;;;;;;
12/05/2021;15,46;não;21,35;não;27,23;não;0,0;não;;;35,4;não;78,44;não;;;;;;;;;;;
11/05/2021;14,59;não;20,73;não;26,87;não;0,0;não;;;34,27;não;80,7;não;;;;;;;;;;;
10/05/2021;14,88;não;21,41;não;27,94;não;0,0;não;;;30,36;não;80,5;não;;;;;;;;;;;
09/05/2021;14,88;não;20,69;não;26,49;não;0,0;não;;;35,55;não;79,79;não;;;;;;;;;;;
08/05/2021;14,61;não;20,12;não;25,63;não;0,0;não;;;44,98;não;79,32;não;;;;;;;;;;;
07/05/2021;16,12;não;23,04;não;29,96;não;0,0;não;;;21,02;não;75,89;não;;;;;;;;;;;
06/05/2021;14,65;não;22,21;não;29,77;não;0,0;não;;;20,26;não;79,83;não;;;;;;;;;;;
05/05/2021;13,57;não;21,2;não;28,82;não;0,0;não;;;27,64;não;78,07;não;;;;;;;;;;;
04/05/2021;13,39;não;20,67;não;27,94;não;0,0;não;;;26,62;não;81,6;não;;;;;;;;;;;
03/05/2021;12,6;não;20,35;não;28,1;não;0,0;não;;;27,26;não;82,2;não;;;;;;;;;;;
02/05/2021;13,47;não;20,28;não;27,08;não;0,0;não;;;30,15;não;82,4;não;;;;;;;;;;;
01/05/2021;14,34;não;20,01;não;25,68;não;0,0;não;;;38,58;não;79,24;não;;;;;;;;;;;
30/04/2021;14,98;não;20,65;não;26,32;não;0,0;não;;;33,94;não;76,22;não;;;;;;;;;;;
29/04/2021;14,16;não;20,74;não;27,32;não;0,0;não;;;25,75;não;80,8;não;;;;;;;;;;;
28/04/2021;15,25;não;21,86;não;28,46;não;0,0;não;;;37,25;não;82,6;não;;;;;;;;;;;
27/04/2021;16,63;não;22,95;não;29,26;não;0,0;não;;;34,48;não;85,9;não;;;;;;;;;;;
26/04/2021;15,72;não;22,38;não;29,03;não;0,0;não;;;27,15;não;82,0;não;;;;;;;;;;;
25/04/2021;14,22;não;20,87;não;27,51;não;0,0;não;;;24,25;não;83,6;não;;;;;;;;;;;
24/04/2021;13,8;não;20,35;não;26,89;não;0,0;não;;;25,38;não;82,8;não;;;;;;;;;;;
23/04/2021;12,08;não;18,97;não;25,86;não;0,0;não;;;40,05;não;83,3;não;;;;;;;;;;;
22/04/2021;14,29;não;20,5;não;26,7;não;0,0;não;;;39,89;não;83,2;não;;;;;;;;;;;
21/04/2021;12,6;não;19,62;não;26,64;não;0,0;não;;;38,58;não;83,9;não;;;;;;;;;;;
20/04/2021;13,94;não;19,92;não;25,9;não;0,0;não;;;43,45;não;83,2;não;;;;;;;;;;;
19/04/2021;15,88;não;20,9;não;25,91;não;0,0;não;;;48,92;não;84,1;não;;;;;;;;;;;
18/04/2021;17,25;não;21,9;não;26,54;não;4,06;não;;;43,03;não;84,0;não;;;;;;;;;;;
17/04/2021;16,83;não;23,08;não;29,32;não;0,0;não;;;32,34;não;78,61;não;;;;;;;;;;;
16/04/2021;16,44;não;23,17;não;29,9;não;0,0;não;;;34,23;não;80,3;não;;;;;;;;;;;
15/04/2021;16,33;não;22,39;não;28,45;não;0,0;não;;;37,01;não;78,53;não;;;;;;;;;;;
14/04/2021;15,18;não;20,77;não;26,35;não;0,0;não;;;51,45;não;80,9;não;;;;;;;;;;;
13/04/2021;17,5;não;24,14;não;30,77;não;0,0;não;;;25,99;não;80,6;não;;;;;;;;;;;
12/04/2021;16,0;não;22,86;não;29,72;não;0,0;não;;;27,5;não;78,9;não;;;;;;;;;;;
11/04/2021;15,44;não;22,48;não;29,51;não;0,0;não;;;28,83;não;81,2;não;;;;;;;;;;;
10/04/2021;15,74;não;22,69;não;29,64;não;0,0;não;;;29,12;não;80,4;não;;;;;;;;;;;
09/04/2021;15,18;não;22,39;não;29,6;não;0,0;não;;;33,62;não;82,6;não;;;;;;;;;;;
08/04/2021;16,28;não;21,86;não;27,44;não;0,0;não;;;43,53;não;80,0;não;;;;;;;;;;;
07/04/2021;18,01;não;20,83;não;23,65;não;7,87;não;;;61,45;não;83,4;não;;;;;;;;;;;
06/04/2021;17,69;não;24,24;não;30,78;não;0,0;não;;;33,39;não;78,59;não;;;;;;;;;;;
05/04/2021;16,82;não;23,3;não;29,77;não;0,0;não;;;33,07;não;80,1;não;;;;;;;;;;;
04/04/2021;16,05;não;22,8;não;29,55;não;0,0;não;;;33,9;não;81,3;não;;;;;;;;;;;
03/04/2021;16,1;não;22,42;não;28,74;não;0,0;não;;;26,14;não;80,8;não;;;;;;;;;;;
02/04/2021;14,67;não;21,1;não;27,53;não;0,0;não;;;21,04;não;83,3;não;;;;;;;;;;;
01/04/2021;13,51;não;20,37;não;27,22;não;0,0;não;;;40,26;não;81,4;não;;;;;;;;;;;
31/03/2021;16,34;não;23,91;não;31,48;não;0,0;não;;;31,52;não;83,1;não;;;;;;;;;;;
30/03/2021;18,85;não;25,69;não;32,52;não;0,0;não;;;30,7;não;82,7;não;;;;;;;;;;;
29/03/2021;18,31;não;25,36;não;32,41;não;0,25;não;;;37,56;não;83,2;não;;;;;;;;;;;
28/03/2021;18,87;não;26,2;não;33,52;não;17,02;não;;;32,86;não;83,2;não;;;;;;;;;;;
27/03/2021;19,43;não;26,44;não;33,45;não;0,0;não;;;30,48;não;82,7;não;;;;;;;;;;;
26/03/2021;19,52;não;26,35;não;33,17;não;0,0;não;;;31,24;não;82,4;não;;;;;;;;;;;
25/03/2021;19,06;não;25,75;não;32,44;não;4,83;não;;;36,53;não;83,1;não;;;;;;;;;;;
24/03/2021;20,17;não;26,16;não;32,14;não;0,0;não;;;33,2;não;81,8;não;;;;;;;;;;;
23/03/2021;20,05;não;26,21;não;32,36;não;0,0;não;;;30,76;não;80,1;não;;;;;;;;;;;
22/03/2021;18,21;não;25,15;não;32,08;não;0,0;não;;;31,02;não;82,2;não;;;;;;;;;;;
21/03/2021;18,63;não;25,64;não;32,65;não;0,0;não;;;36,72;não;82,9;não;;;;;;;;;;;
20/03/2021;19,8;não;25,72;não;31,64;não;1,27;não;;;36,08;não;82,2;não;;;;;;;;;;;
19/03/2021;19,21;não;22,53;não;25,84;não;0,51;não;;;61,99;não;84,1;não;;;;;;;;;;;
18/03/2021;20,08;não;25,65;não;31,21;não;12,19;não;;;39,96;não;84,0;não;;;;;;;;;;;
17/03/2021;18,86;não;25,36;não;31,86;não;0,0;não;;;33,27;não;81,8;não;;;;;;;;;;;
16/03/2021;19,18;não;25,34;não;31,5;não;0,0;não;;;35,53;não;80,2;não;;;;;;;;;;;
15/03/2021;17,63;não;24,83;não;32,03;não;0,0;não;;;33,05;não;82,7;não;;;;;;;;;;;
14/03/2021;18,62;não;25,69;não;32,76;não;0,0;não;;;26,45;não;81,8;não;;;;;;;;;;;
13/03/2021;18,91;não;25,26;não;31,61;não;0,0;não;;;27,1;não;83,1;não;;;;;;;;;;;
12/03/2021;19,42;não;24,35;não;29,27;não;3,3;não;;;51,38;não;83,5;não;;;;;;;;;;;
11/03/2021;18,06;não;23,8;não;29,53;não;0,0;não;;;35,32;não;82,7;não;;;;;;;;;;;
10/03/2021;15,36;não;22,72;não;30,07;não;0,0;não;;;34,09;não;84,2;não;;;;;;;;;;;
09/03/2021;17,1;não;22,84;não;28,57;não;0,0;não;;;47,01;não;84,5;não;;;;;;;;;;;
08/03/2021;17,2;não;22,8;não;28,4;não;7,11;não;;;52,43;não;84,8;não;;;;;;;;;;;
07/03/2021;19,36;não;22,78;não;26,19;não;10,67;não;;;63,97;não;84,8;não;;;;;;;;;;;
06/03/2021;19,52;não;22,93;não;26,33;não;20,32;não;;;59,59;não;84,7;não;;;;;;;;;;;
05/03/2021;18,6;não;24,29;não;29,98;não;3,81;não;;;43,05;não;84,5;não;;;;;;;;;;;
04/03/2021;18,63;não;24,43;não;30,23;não;0,0;não;;;34,57;não;84,1;não;;;;;;;;;;;
03/03/2021;19,76;não;25,56;não;31,36;não;0,0;não;;;28,63;não;80,9;não;;;;;;;;;;;
02/03/2021;19,28;não;24,97;não;30,66;não;0,0;não;;;35,92;não;82,8;não;;;;;;;;;;;
01/03/2021;19,38;não;23,98;não;28,58;não;0,25;não;;;46,5;não;83,5;não;;;;;;;;;;;
28/02/2021;18,98;não;23,76;não;28,54;não;15,75;não;;;47,68;não;84,7;não;;;;;;;;;;;
27/02/2021;17,09;não;22,8;não;28,5;não;56,9;não;;;47,64;não;84,7;não;;;;;;;;;;;
26/02/2021;18,07;não;23,51;não;28,94;não;0,76;não;;;49,67;não;83,8;não;;;;;;;;;;;
25/02/2021;19,34;não;26,14;não;32,94;não;0,51;não;;;31,26;não;84,2;não;;;;;;;;;;;
24/02/2021;18,07;não;25,36;não;32,65;não;0,0;não;;;27,63;não;78,95;não;;;;;;;;;;;
23/02/2021;17,87;não;25,19;não;32,51;não;0,0;não;;;34,56;não;83,4;não;;;;;;;;;;;
22/02/2021;19,89;não;26,31;não;32,73;não;0,0;não;;;30,5;não;79,71;não;;;;;;;;;;;
21/02/2021;19,58;não;26,3;não;33,01;não;0,0;não;;;26,69;não;80,8;não;;;;;;;;;;;
20/02/2021;18,55;não;25,17;não;31,78;não;0,0;não;;;27,6;não;83,2;não;;;;;;;;;;;
19/02/2021;18,47;não;24,69;não;30,91;não;2,03;não;;;41,19;não;84,1;não;;;;;;;;;;;
18/02/2021;18,11;não;24,52;não;30,92;não;12,7;não;;;41,21;não;85,0;não;;;;;;;;;;;
17/02/2021;20,22;não;25,53;não;30,84;não;0,0;não;;;37,83;não;82,2;não;;;;;;;;;;;
16/02/2021;19,58;não;24,72;não;29,85;não;0,0;não;;;38,68;não;83,2;não;;;;;;;;;;;
15/02/2021;18,41;não;23,58;não;28,74;não;0,0;não;;;50,4;não;85,7;não;;;;;;;;;;;
14/02/2021;17,31;não;21,68;não;26,04;não;21,08;não;;;64,65;não;85,7;não;;;;;;;;;;;
13/02/2021;19,14;não;22,59;não;26,04;não;4,57;não;;;59,43;não;85,2;não;;;;;;;;;;;
12/02/2021;17,31;não;22,45;não;27,58;não;2,29;não;;;51,63;não;84,6;não;;;;;;;;;;;
11/02/2021;18,19;não;25,02;não;31,85;não;0,0;não;;;30,74;não;81,9;não;;;;;;;;;;;
10/02/2021;17,59;não;23,88;não;30,17;não;1,27;não;;;35,46;não;82,1;não;;;;;;;;;;;
09/02/2021;17,17;não;23,36;não;29,54;não;0,0;não;;;34,88;não;79,15;não;;;;;;;;;;;
08/02/2021;16,49;não;23,34;não;30,18;não;0,0;não;;;30,95;não;80,6;não;;;;;;;;;;;
07/02/2021;16,95;não;23,84;não;30,72;não;0,0;não;;;29,35;não;81,9;não;;;;;;;;;;;
06/02/2021;19,82;não;24,22;não;28,62;não;46,48;não;;;61,47;não;84,5;não;;;;;;;;;;;
05/02/2021;20,6;não;26,07;não;31,54;não;0,0;não;;;49,01;não;83,2;não;;;;;;;;;;;
04/02/2021;20,78;não;27,06;não;33,34;não;0,25;não;;;33,77;não;82,8;não;;;;;;;;;;;
03/02/2021;17,8;não;25,66;não;33,52;não;94,0;não;;;34,4;não;85,3;não;;;;;;;;;;;
02/02/2021;21,11;não;25,68;não;30,25;não;0,0;não;;;38,52;não;80,9;não;;;;;;;;;;;
01/02/2021;20,19;não;27,04;não;33,88;não;0,0;não;;;32,26;não;80,6;não;;;;;;;;;;;
31/01/2021;20,78;não;27,25;não;33,72;não;0,0;não;;;22,53;não;82,7;não;;;;;;;;;;;
30/01/2021;19,58;não;25,91;não;32,24;não;0,0;não;;;29,74;não;83,0;não;;;;;;;;;;;
29/01/2021;19,52;não;25,52;não;31,51;não;0,0;não;;;42,35;não;84,2;não;;;;;;;;;;;
28/01/2021;19,1;não;25,62;não;32,13;não;29,21;não;;;39,3;não;84,7;não;;;;;;;;;;;
27/01/2021;19,89;não;26,02;não;32,14;não;5,08;não;;;34,26;não;82,8;não;;;;;;;;;;;
26/01/2021;19,06;não;25,76;não;32,46;não;7,87;não;;;33,18;não;84,8;não;;;;;;;;;;;
25/01/2021;19,41;não;25,55;não;31,68;não;0,0;não;;;39,87;não;83,7;não;;;;;;;;;;;
24/01/2021;19,72;não;26,41;não;33,1;não;8,64;não;;;31,7;não;83,4;não;;;;;;;;;;;
23/01/2021;20,53;não;26,85;não;33,16;não;0,0;não;;;29,43;não;80,5;não;;;;;;;;;;;
22/01/2021;20,26;não;26,54;não;32,81;não;0,0;não;;;32,34;não;80,6;não;;;;;;;;;;;
21/01/2021;20,03;não;26,38;não;32,72;não;0,25;não;;;33,33;não;80,1;não;;;;;;;;;;;
20/01/2021;20,93;não;26,55;não;32,17;não;0,0;não;;;42,12;não;80,7;não;;;;;;;;;;;
19/01/2021;21,3;não;26,41;não;31,52;não;0,25;não;;;39,69;não;82,9;não;;;;;;;;;;;
18/01/2021;20,51;não;25,1;não;29,68;não;1,27;não;;;47,88;não;84,2;não;;;;;;;;;;;
17/01/2021;21,16;não;25,37;não;29,58;não;0,0;não;;;49,19;não;85,1;não;;;;;;;;;;;
16/01/2021;19,64;não;23,95;não;28,25;não;13,21;não;;;51,58;não;85,5;não;;;;;;;;;;;
15/01/2021;20,08;não;26,47;não;32,85;não;1,52;não;;;42,16;não;85,1;não;;;;;;;;;;;
14/01/2021;20,7;não;25,75;não;30,8;não;11,68;não;;;49,01;não;84,5;não;;;;;;;;;;;
13/01/2021;21,17;não;26,07;não;30,96;não;11,68;não;;;50,27;não;85,0;não;;;;;;;;;;;
12/01/2021;21,4;não;26,31;não;31,22;não;1,02;não;;;46,19;não;84,4;não;;;;;;;;;;;
11/01/2021;20,88;não;26,28;não;31,67;não;17,78;não;;;49,04;não;84,9;não;;;;;;;;;;;
10/01/2021;21,0;não;26,22;não;31,44;não;2,03;não;;;42,58;não;85,0;não;;;;;;;;;;;
09/01/2021;20,63;não;25,55;não;30,46;não;23,62;não;;;45,33;não;85,0;não;;;;;;;;;;;
08/01/2021;19,9;não;25,96;não;32,01;não;13,46;não;;;39,03;não;85,0;não;;;;;;;;;;;
07/01/2021;19,81;não;25,63;não;31,44;não;26,16;não;;;43,79;não;85,0;não;;;;;;;;;;;
06/01/2021;21,02;não;25,87;não;30,72;não;0,0;não;;;41,3;não;81,4;não;;;;;;;;;;;
05/01/2021;18,8;não;24,59;não;30,38;não;2,79;não;;;39,27;não;84,1;não;;;;;;;;;;;
04/01/2021;17,3;não;24,18;não;31,05;não;0,0;não;;;38,22;não;82,6;não;;;;;;;;;;;
03/01/2021;18,97;não;24,16;não;29,35;não;0,0;não;;;46,28;não;79,34;não;;;;;;;;;;;
02/01/2021;19,71;não;23,95;não;28,18;não;0,25;não;;;50,75;não;83,4;não;;;;;;;;;;;
